v_id, v_x, v_y 
62,15.653252728381796,6.588340728213835
45,6.202876793478705,1.3684333094993029
3,2.154069201271674,10.917012066879263
25,29.654622754895907,-15.390350268914373
31,-18.68076048704113,-27.370696432780356
8,-9.737537610101237,16.591650144858754
51,27.445710044092323,-15.121488980915199
17,1.5230826172321308,-10.81889018191838
54,0.1692265161587767,-4.634769662542803
26,-29.402847556678395,-4.402048588247274
36,-7.371211092903155,26.221475439523267
56,26.99106427762817,-15.144956751720864
53,-2.8353832602893227,-16.617941319660577
33,15.629981442255328,-12.822142128838923
14,15.075988389447414,-12.573682759121564
16,21.794143738562386,-25.638105888199433
30,2.56724962926133,-14.057759724291785
7,-5.273537714775369,23.65475426895394
48,9.123483947329197,5.135868265040954
47,-3.8242391229778017,22.84618735955833
60,5.814636452264618,5.476392446731642
15,15.661243021000223,18.032389544368172
28,-24.293588296019273,-26.13229653897255
64,22.67982949832981,21.81392895415732
19,12.169916900179905,7.421732599153163
5,-29.174089494546237,-20.711989356464848
12,24.370095904481342,-20.245743589184144
46,-1.5049630081216367,4.792523120693635
50,24.2209384522968,10.760149301732758
55,-5.811121831708615,-0.6257600958886088
65,4.239975629981101,12.698734611493844
18,-21.201570273680083,5.192983437539966
22,8.84928611714597,-0.5907345132813162
40,-26.43691840844889,-13.611040092369876
35,-6.323155978471929,-2.5609631098747005
59,29.724528620186938,-21.83829944139208
13,-21.375133735523654,15.684804230841957
44,-6.200032666949038,-22.789948401713694
57,-11.595992410769439,-27.16570182746192
6,-2.026177129175581,17.199089931163787
41,-23.300112723078183,25.63370705347686
27,-10.73231017362637,17.28201466384337
52,-26.7261809737602,-0.672172766178698
1,8.790894685004055,-23.253793982323238
21,-21.789253196269254,17.192274523466196
11,4.337277056249395,-16.65616683019704
39,21.100923779658302,13.711864356471287
37,8.95045599269374,-27.87709415792994
32,-17.768917534835463,-28.26101238113487
58,18.931485205369285,-27.329748572781376
49,6.002492398619056,16.512142080653533
20,-0.11126373438731207,3.978905685415027
34,-4.771987834679768,12.010425876881682
42,-20.702241358622228,-16.203211665632498
10,28.078262099011624,16.125746237051263
24,-26.065646468823566,20.48179999090896
43,12.734138987828835,-25.269094492908444
63,-3.1414311560338932,-0.8233697472540961
9,-1.6864189621357606,13.974405781273344
23,12.435233287771574,-6.473919781198499
61,1.2156103098044837,-8.28468449943273
38,-6.763104570125588,-4.449711311251336
29,8.335105504935893,25.16822735350073
4,0.7748633003950223,-24.39059479488278
2,15.411676914080433,-3.4156266635823873
