v_id, v_x, v_y 
10,-5.787562609334585,-2.2625895536851854
31,15.47796579830426,24.654560150773122
24,-7.9949423363938035,-12.349573559186144
14,-20.84588791006548,15.615304828449862
5,-13.223913446431832,9.66640554071605
8,-22.239666097785193,11.712137588885543
34,-11.69256747775132,-13.539905053882178
2,-2.365287482278064,20.885976604243453
11,-17.125744379910994,11.515189018579585
12,16.698226998809577,13.772123490242036
17,-20.285824592693515,17.09425886989496
19,-7.479776605982909,-7.326467575528988
4,-17.114482601398525,8.862038135149287
9,4.599793415769129,-21.30406150464672
38,10.038353321115782,-17.130783620184296
13,-12.10131036020715,18.09096156497737
27,0.9451024499058169,-1.4248759131153979
23,5.4556839864693885,-17.271019151481394
25,3.6994105261106744,4.827169039168571
29,-3.9190184447525955,2.5146749032584945
16,-9.072728414043116,-3.266290389164603
6,5.447676697218425,-9.862820609005505
21,21.673225586621754,-2.673696981512445
36,16.152041395939925,5.69768934406902
33,-2.267088943780732,-10.076157716582182
20,-16.4802953393363,1.113532669007866
3,23.24271824601494,0.5652439038355944
28,16.702655552812065,-23.496996868013586
22,1.0220581879897295,-20.805097244878194
35,8.86453747474589,21.073677553329542
39,-4.752761373232236,-22.090600381343073
37,11.684459541301214,22.953589762961695
15,-0.4405576806335959,20.63036837444319
1,-11.068041355968099,24.14957351558424
30,-9.0149226669893,-13.52167507391733
7,15.710779847505556,-6.725673136997623
26,-5.113164041607456,-12.941091962805242
18,8.870395328916212,11.076125788858173
32,-20.8168709452962,-6.101547872323368
